id,name,neighbourhood,room_type,price,minimum_nights,number_of_reviews,availability_365,description,accommodates,bedrooms,review_scores_rating
1142064320690317377,Newly Renovated Bedroom by Beach,Outer Sunset,Private room,70,30,3,364,"Welcome to your freshly remodeled oasis just steps from Ocean Beach! This cozy bedroom, sleek bathroom, and modern kitchenette offer the perfect blend of comfort and convenience. Ideal for beach lovers and city explorers alike, soak in the coastal vibes and relax in style after a day of sun and surf. Close to Muni lines, access downtown in 30-45min by car or 45min-1hr by public transportation. Walking distance from plenty of amenities. Book your stay now for a rejuvenating coastal retreat!",1,1.0,5.0
1142066368546563515,Superior King Room Near The Olympic Club SAN,Downtown/Civic Center,Entire home/apt,205,1,2,363,"The Propertye is 0.7 mi from Bill Graham Civic Auditorium and San Francisco City Hall. Concert venue the Regency Ballroom is 12 minutes’ walk away. A 55-inch LED flat-screen TV is provided in each guest room. Guest robes, free toiletries and a hairdryer are included in the private bathrooms. An air-conditioned fitness centre with cardio machines and weights is available on site. A custom 36-inch high maple top work table is provided in each guest room and a 24-hour reception.",2,1.0,5.0
1142078434062836080,Guest King Room Near Sauce Labs SAN,Financial District,Entire home/apt,355,1,0,363,"This completely non-smoking property offers spacious guest rooms with 65-inch TV and wireless internet access. Free Wifi , Air conditioner, private bathroom , Luaguage Storage , great parking , daily house keeping, saftey deposit box, keycard acess, amazing food service. Fisherman's Wharf is 13 minutes' drive away from property and stunning views of the city's skyline property The legendary cable car lines are also easily accessible and provide access to many areas of the city.",2,1.0,
1142212758664077380,Roof Top for events by the hour,Russian Hill,Entire home/apt,1039,30,0,269,"Roof Top with panoramic view, one of the best in the world, rent by the hours. Price based mostly on numbers of guests plus additional items like music, band, food, drinks... $500 an hour for 5 people, including vendors, minimum 2 hours. Specialize in Marriage Proposals, small weddings Overnight stay is possible in a queen size bed. Not renting as an apartment. Damage deposit is about $1500 This unique place has a style all its own.",16,1.0,
1142343229698432755,"Huge, bright San Francisco flat",Haight Ashbury,Entire home/apt,430,180,0,92,"Centrally located, furnished 2 Bd + Sunroom/Office, 1.5 bath, with parking, garden, washer/dryer, decorative fireplace. This sunny, top-floor flat is fully furnished and huge: 1560 ft² of living space, including living and dining rooms, lots of light, remodeled bathrooms and kitchen. Its prime location in NOPA/Panhandle is a stone's throw from Golden Gate Park, MUNI, and a short walk to great shops and dining, USF & UCSF. Access to I-101 is within 1.5 miles for commuters.",4,2.0,
1142906948901975683,Rooftop Terrace Movie | Game Room,South of Market,Entire home/apt,972,1,37,137,"Centrally located & newly renovated house! 3 mins from Bill Graham by car 4 mins from City Hall 6 mins from SOMA & Moscone Center 8 mins from Union Square & Chase Center 9 mins from Oracle Park Surrounded by shops, markets, restaurants, and bars within walking distance. 1 car garage & garage opener included. SPACIOUS home perfect for large groups! Including rooftop lounging area with outdoor BBQ grill and dining area, intimate backyard space, movie room, and living area filled with games!",12,5.0,4.97
1142958986325196748,Green Room · Victorian Home · Mission/Castro/Noe,Mission,Private room,114,3,23,64,"This is what locals love about San Francisco: A historic two story, six bedroom Queen Anne Victorian perched on the Mission District's Liberty Hill and a stroll to beloved and vibrant Dolores Park. This sunny room offers cozy comforts and convenient access to Mission, Noe Valley, and Castro's unique boutiques, exceptional dining, diverse nightlife, and public transportation to all SF destinations.",2,1.0,4.83
1143417346062970157,Guest Room Near American Conservatory Theater SAN,Downtown/Civic Center,Entire home/apt,301,1,0,363,"Please make inquiry and check availability with us before you book onile and pay for this listing.The historic ""Landmark Building"" rooms styled in period and elegant furnishings,provide spacious windows and cable TV. A coffee machine, a minibar and a work desk in each room. Guests of this property can have morning coffee or enjoy American favorites for dinner Bar opens every evening & serves cocktails, fitness center available fully air conditioner and 24 hours security.",2,1.0,
1143417900890034650,King Room Near Academy Of Art University SAN,Downtown/Civic Center,Entire home/apt,357,1,0,363,"All guest rooms include a HDTV and MP3 dock. Tea and coffee making facilities are offered with each room of property. 24-hour front desk service is available from property. WiFi available through out the property, fitness center available , complete air conditioner with amazing city view ,cleaning service available parking on site and key card access with 24 hours security property serves a range of regional and international meals. property bar offers cocktails and refreshing beverages.",2,1.0,
1143418442687783038,Deluxe Queen Room Near Glide Memorial Church SAN,Downtown/Civic Center,Entire home/apt,299,1,2,363,"Bathrobes, slippers and free Gilchrist & Soames spa toiletries are provided in each modern room.blue and white décor, with modern design elements ,USB ports, a flat-screen TV & a docking station are featured at property. A stylish grey sofa bed is featured in the spacious living room. Panoramic views of the kitchen 60-seat Aveline restaurant onsite.Styled in rich leather and dark wood finishes, The European Bar & Lounge features colourful European inspired cocktails with a fresh local twist.",2,1.0,4.5
1143418981002976139,King Room Near Apple Union Square SAN,Downtown/Civic Center,Entire home/apt,297,1,0,363,"Property provide spacious, modern rooms, a flat-screen cable TV and an Uno-Bitell Media phone with MP3/iPod docking capabilities along with a small refrigerator & a coffee machine. The bathrooms feature designer bath amenities,, free Wifi ,fitness center ,Air Conditioner , family friendly place , mini bar given along with 2 resturants facility in the property. Guests can enjoy American cuisine and cocktails at OneUP Restaurant and Lounge. Alcatraz Island are 1.6 km away rom property.",2,1.0,
1143425281879659792,King Room Near Maritime Garden SAN,Russian Hill,Entire home/apt,353,1,2,363,"Featuring in-room spa services and a traditional seafood restaurant, this luxury Fisherman’s Wharf eco-friendly property offers beautiful views Valet parking is available. property are decorated with rich blue and white furniture. A flat-screen cable TV, minibar and coffee maker with coffee homemade chowder and fresh seafood. The full bar offers California wines and ocean-themed cocktails. A free newspaper is offered to guests each weekday. A fitness center, in-room yoga",2,1.0,5.0
1143694823578395720,Skyline View | Museums. Restaurant,Chinatown,Private room,155,1,1,361,"While our views are amazing, it’s the city’s energy and restless spirit of transformation that quickens your heartbeat and gets your mind spinning. At Stanford Court Hotel, we’ve crafted an experience that plays off this buzzing atmosphere.",2,1.0,5.0
1143852871915186571,Queen Room Near CenturyLink SAN,Financial District,Entire home/apt,189,1,0,363,"A flat-screen TV, and luxury bath amenities are standard in every spacious guest room at property. Rooms are styled in modern dark wood furnishings, steel fixtures and plush white linens. A 24-hour fitness centre, reception and business centre are available for guests’ convenience. Guests can enjoy cocktails at Eclipse Lounge located in the lobby. The Eclipse Restaurant features select wines and fine dining at property",2,1.0,
1143857400596372600,Queen Room Near Mason Cable Car Turnaround SAN,North Beach,Entire home/apt,382,1,0,363,"The Wardroom features an extensive breakfast menu with a la carte options. Modern, yet rustic decor is featured at Brick & Beam; which serves up cocktails in lounge and bar. Snacks, drinks and toiletries are available at the 24-hour Marketplace daily. Styled in modern décor, a Bluetooth capable media hub and an iPod docking station are featured in all rooms. Spa toiletries are included. A mini refrigerator, a coffee maker and laptop sized safe are also provided at property A 24-hour reception",2,1.0,
1143858391937460207,King Room Near Dream Catcher Ventures SAN,North Beach,Entire home/apt,618,1,0,363,"The Property rooms include a coffee maker and hairdryer. The rooms are equipped with cable TV and feature pay-per-view movies. The property is a pet-friendly property The property features a business centre and a gym. Free coffee is offered in the lobby each morning. The property is within 5 minutes' walk of Ghirardelli Square, which features dining and shopping. The Golden Gate Bridge is 3 miles from the hotel. Pier 39 is within 15 minutes' walk of the property",2,1.0,
1143859390340759947,King Room Near Powell Street SAN,Downtown/Civic Center,Entire home/apt,205,1,0,363,"This downtown San Francisco property is 1 block from Union Square which features a cable car stop. Guests can enjoy the outdoor pool and other amenities at the adjacent property property spacious rooms include cable TV. The 100% non-smoking and bay-style windows. Small refrigerators are provided The property guests can dine at Cable 55, which features unique American cuisine. The Barbary Coast is a coffee shop with a full espresso bar. Guests can work out in the large on-site fitness centre.",2,1.0,
